batch_id,t1,t2,q1,t3,q2,t4,t5
cee3639d-cb52-4fd1-802b-6138fecbfce6,2.022326,0.000109,0,0.083550,1,0.000445,1.932721
ea83537b-eb78-4ae8-bb87-bb09c4342a80,2.121226,0.000055,0,0.108748,1,0.000756,1.892718
e5f030ed-e762-4477-b6c4-25c1077721fe,2.005055,0.000080,0,0.176264,1,0.000523,2.050355
5e44498c-c1ee-4f33-afbe-3a640c0ea20a,1.916043,0.000098,0,0.086473,1,0.041441,2.041139
33ea734a-27b5-49c5-a002-babbb37b2fa8,2.052588,0.000132,0,0.092377,1,0.000546,2.005841
bdcd5ee6-3dcb-410b-97e2-2392cb514d97,2.002457,0.000082,0,0.149996,1,0.000495,1.843391
8780bb49-22bc-4dfc-ad97-5f6d483b2bb8,2.150027,0.000107,0,0.094299,1,0.000847,1.985751
f74c27e7-0526-442a-9211-5ab98b32ac5f,2.134679,0.000101,0,0.106146,1,0.000442,1.926711
ea04a3ba-d5c4-48e2-beb1-cf1134c1b4f1,2.165137,0.000112,0,0.093343,1,0.000669,1.938361
070f2ee0-7ee5-422d-ab3e-6353984ceade,2.157450,0.000106,0,0.071680,1,0.000454,1.965000
2ddfba51-36c0-408b-83a7-e79585f4c54d,2.043945,0.000306,0,0.166474,1,0.002676,1.976699
c964362d-ec44-42ce-a0ad-b0211c224ca3,2.109173,0.000106,0,0.124788,1,0.000484,1.870929
489302e7-fe02-45ab-8284-062c379034f1,2.077373,0.000099,0,0.097135,1,0.000677,1.964199
ca7527ab-ea48-44cf-aaf8-f38f9457678a,2.140055,0.000180,0,0.110708,1,0.002264,1.896241
32171b29-1216-4a3b-ac5a-36273609bf0b,2.076461,0.000150,0,0.092208,1,0.001038,1.883914
90a2269c-dde7-475b-bb11-7c21f162fa38,2.084984,0.000080,0,0.099139,1,0.000439,1.877230
8e3276eb-11b4-41a6-9fda-e7c57253d322,2.129884,0.000075,0,0.087756,1,0.001180,1.874486
e0a39ea5-c6da-4efb-8474-92c35142e4e8,1.994236,0.000089,0,0.089118,1,0.001716,1.926705
186e59ef-81ee-42aa-b1f0-d06c0d586965,2.081243,0.000152,0,0.173030,1,0.001934,2.146168
e0487926-240a-4b7e-b358-34bf415b02df,1.939531,0.000154,0,0.084534,1,0.001393,2.058340
